,Lot Number,Product,first_entry_date,last_entry_date,shop_order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
3627,20C192066,WP8965N,2020-06-17,2020-06-17,192066,0,RM004,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3628,20C192068,WP8510,2020-05-27,2020-05-28,192068,10882.342,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3629,20C192071,PT00096177,2020-04-15,2020-04-15,192071,0,RM004,FS10002952,R1800,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3630,20C192073,WP7417P,2020-06-01,2020-06-01,192073,1150.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3631,20C192074,WP7417P,2020-05-31,2020-06-01,192074,1150.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3632,20C192075,WP7417P,2020-04-01,2020-04-01,192075,1150.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3633,20C192077,WP8998P,2020-03-03,2020-03-03,192077,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3634,20C192082,PT00016495,2020-03-10,2020-03-10,192082,0,RM176,DC00069352,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3635,20C192083,PT00016498,2020-03-18,2020-03-18,192083,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3636,20C192102,PT00075579,2020-03-23,2020-03-24,192102,4860.000,RM129,FS10006132,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3637,20C192143,WP0002PKG,2020-07-08,2020-07-08,192143,30000.000,,FS20006470,X9902,,,,PT00097045,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
3638,20C192148,WP8850,2020-04-17,2020-04-18,192148,0,RM093,DC00030197,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3639,20C192151,WP7478,2020-05-26,2020-06-10,192151,25563.498,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3640,20C192152,WP7477,2020-05-29,2020-06-03,192152,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3641,20C192154,WP7102,2020-06-08,2020-06-17,192154,183521.894,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3642,20C192155,PT00069525,2020-05-18,2020-05-18,192155,225579.455,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3643,20C192157,R7068,2020-04-07,2020-04-15,192157,17485.977,RM129,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3644,20C192158,PT00016495,2020-03-17,2020-03-17,192158,0,RM176,DC00069352,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3645,20C192159,R7417P,2020-03-30,2020-03-30,192159,0,RM176,FS10003699,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3646,20C192161,WP7417P,2020-05-11,2020-05-11,192161,38175.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3647,20C192163,PT00016498,2020-03-18,2020-03-18,192163,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3648,20C192164,PT00013694,2020-12-01,2020-12-01,192164,15000.000,,DC00017294,,,,,,,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,Containers
3649,20C192167,PT00013692,2020-12-01,2020-12-01,192167,17682.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3650,20C192178,WP4810,2020-04-28,2020-04-28,192178,301884.210,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3651,20C192225,WP8980-C,2020-05-13,2020-05-20,192225,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3652,20C192227,WP8540,2020-05-20,2020-05-20,192227,15580.000,,FS10007856,R1612B,,,,,,WP7623,,,,,,R7622,,,,,R7624,,,,,,,,,,,,,,,,Containers
3653,20C192228,WP8526,2020-05-29,2020-06-03,192228,0,RM004,FS10002973,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3654,20C192231,WP7026,2020-06-10,2020-06-10,192231,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3655,20C192234,R7624,2020-04-29,2020-04-29,192234,18681.395,RM093,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3656,20C192247,PT00013692,2020-12-01,2020-12-01,192247,8820.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3657,20C192249,PT00016498,2020-03-25,2020-03-25,192249,76899.375,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3658,20C192253,PT00075579,2020-04-29,2020-04-29,192253,1103.000,RM129,FS10006132,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3659,20C192258,PT00016498,2020-04-01,2020-04-01,192258,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3660,20C192259,PT00016490,2020-04-08,2020-04-08,192259,166614.334,RM157,DC00069353,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3661,20C192261,PT00013692,2020-07-01,2020-07-01,192261,17640.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3662,20C192281,WP8998P,2020-03-26,2020-03-26,192281,0,,DC00030204,R98028,,,X9894,,,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,Containers
3663,20C192284,WP8836P,2020-07-14,2020-07-15,192284,0,RM004,FS10006507,CL63R1779,PT00065943,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3664,20C192285,WP7623,2020-05-04,2020-05-13,192285,53006.414,RM093,FS10007859,R98350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3665,20C192286,WP7483,2020-05-27,2020-06-03,192286,211520.400,RM093,FS10002955,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3666,20C192287,WP7478,2020-06-10,2020-06-10,192287,24986.043,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3667,20C192288,WP7477,2020-06-09,2020-06-09,192288,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3668,20C192291,PT00096177,2020-05-26,2020-06-03,192291,0,RM004,FS10002952,R1800,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3669,20C192292,R7013,2020-05-27,2020-05-27,192292,0,RM110,FS10002800,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3670,20C192317,WP8998P,2020-04-02,2020-04-03,192317,0,,DC00030204,R98028,,,X9894,,,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,Containers
3671,20C192321,WP4810,2020-03-26,2020-03-26,192321,41666.310,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3672,20C192326,PT00013692,2020-07-08,2020-07-08,192326,17640.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3673,20C192346,WP8985,2020-04-21,2020-04-22,192346,0,RM093,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3674,20C192382,PT00016490,2020-04-13,2020-04-13,192382,154846.035,RM157,DC00069353,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3675,20C192404,WP8998,2020-05-13,2020-05-27,192404,0,RM093,DC00030203,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3676,20C192405,WP0002PKG,2020-10-07,2020-10-07,192405,30000.000,,FS20006470,X9902,,,,PT00097045,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
3677,20C192407,WP8979,2020-05-29,2020-05-29,192407,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3678,20C192408,WP8965U,2020-07-10,2020-07-10,192408,0,RM004,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3679,20C192411,WP8520N,2020-05-20,2020-05-20,192411,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3680,20C192412,WP851201N,2020-07-15,2020-07-15,192412,21312.000,,FS10002967,,,,,,,,,,,,,R7067,R7068,,,,,,,,,,,,,,,,,,,,Containers
3681,20C192413,WP7623,2020-07-22,2020-07-22,192413,59487.546,RM093,FS10007859,R98350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3682,20C192415,WP7478,2020-06-15,2020-07-01,192415,25918.855,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3683,20C192416,WP7478,2020-07-13,2020-07-22,192416,25119.302,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3684,20C192417,WP7477,2020-06-15,2020-06-15,192417,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3685,20C192418,WP7477,2020-07-06,2020-07-15,192418,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3686,20C192420,WP7102,2020-06-22,2020-07-01,192420,189639.290,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3687,20C192421,WP7026P,2020-06-22,2020-06-22,192421,0,RM004,FS20001324,CL63R1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3688,20C192423,WP7024K,2020-06-02,2020-06-03,192423,0,RM004,FS10002938,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3689,20C192424,WP4810,2020-06-17,2020-06-17,192424,15437.261,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3690,20C192425,WP3204,2020-06-10,2020-06-17,192425,0,RM171,FS10002935,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,,,,,,,,,,,Containers
3691,20C192427,R7067,2020-07-07,2020-07-07,192427,91967.616,RM093,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3692,20C192428,R7068,2020-07-06,2020-07-06,192428,58286.592,RM129,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3693,20C192429,R7075BR,2020-04-06,2020-04-15,192429,0,RM044,FS10002857,,RM042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3694,20C192431,R7568,2020-05-05,2020-05-13,192431,36753.600,RM004,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3695,20C192432,R7622,2020-08-05,2020-08-05,192432,75059.233,RM093,FS10007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3696,20C192434,PT00013702,2020-12-01,2020-12-01,192434,15000.000,,DC00017306,,,,,,,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,Containers
3697,20C192466,WP7417P,2020-06-17,2020-06-17,192466,39240.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3698,20C192488,WP8985,2020-04-08,2020-04-08,192488,0,RM093,DC00030201,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3699,20C192489,WP8506,2020-04-29,2020-04-29,192489,65162.227,RM157,FS10002960,CL63R1776,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3700,20C19263X,4502570,2020-03-30,2020-03-30,192300,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3701,20C19363X,4502570,2020-04-01,2020-04-01,192301,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3702,20C19463X,4502570,2020-04-01,2020-04-22,192302,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3703,20C19563X,4502570,2020-04-02,2020-04-02,192303,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3704,20C19663X,4502570,2020-04-03,2020-04-22,192304,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3705,20C19763X,4502570,2020-04-03,2020-04-22,192305,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3706,20C19863X,4502570,2020-04-04,2020-06-06,192306,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3707,20C19963X,5551771207,2020-03-28,2020-04-01,192307,0,0301009,FS10023270,5500149,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
3708,20C20063X,8881112985,2020-04-01,2020-04-08,192308,0,0301001,FS10024418,5170588,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3709,20C20163X,8881112985,2020-04-08,2020-05-06,192309,0,0301001,FS10024418,5170588,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3710,20C20263X,8881112985,2020-04-07,2020-04-08,192310,0,0301001,FS10024418,5170588,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3711,20C20363X,5551761207,2020-04-20,2020-04-20,192311,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
3712,20C20463X,5551731218,2020-04-02,2020-04-02,192312,0,0301001,FS10013524,5000109,,,,,,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
3713,20C20563,8991,2020-04-20,2020-04-22,192313,0,RM129,FS10003231,RM054,PT00065936,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3714,20C20663,8618RC,2020-08-03,2020-08-07,192314,6860.000,RM168,FS10021632,R1700,RM074,,,,,,PT00006651,,WP7417P,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3715,20C20763X,8881512878,2020-03-27,2020-04-08,192318,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3716,20C20963,31300878,2020-07-09,2020-07-10,192324,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3717,20C21163,1522SA,2020-06-10,2020-06-10,192328,42519.859,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3718,20C21363,1525SA,2020-06-16,2020-06-17,192330,7840.000,RM165,FS10003047,R1528A,,,,,,,PT00006610,,WP7024K,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3719,20C21463,31143897,2020-07-14,2020-07-15,192331,5400.000,RM171,FS10006039,R1680,,,,,,,PT00006643,,WP7605,,,,,,,,,R1679,,R4415,,,,,,,,,,,,,Containers
3720,20C21563,31144010,2020-09-21,2020-09-23,192332,68760.000,RM171,FS10006041,R1680,RM170,,,,,,PT00006643,,WP7605,,,,,,,,,R1679,,R4415,,,,,,,,,,,,,Containers
3721,20C21663,31156916,2020-05-26,2020-05-27,192333,21280.000,RM129,FS10026367,R1528A,PT00065936,,,PT00047930,,,CL63RR98416,,WP7102,,,,,,,,,,,,,,,,,,,,,,,,Containers
3722,20C21863,31157160,2020-06-16,2020-06-18,192335,720.000,RM129,FS10006139,RM054,PT00065936,,,PT00047930,,,R98399A,,WP4810,,,,,,,,,,,,,,,,,,,,,,,,Containers
3723,20C21963,8507SA,2020-05-11,2020-05-13,192336,54301.888,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3724,20C22163,8507SA,2020-06-08,2020-06-10,192338,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3725,20C22363,851201,2020-07-01,2020-07-01,192340,6000.000,RM171,FS10003094,R1320D,,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3726,20C22463,85221R,2020-07-24,2020-07-24,192341,51660.000,RM171,FS10003118,,RM170,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3727,20C22563,8985,2020-06-01,2020-06-03,192342,0,RM129,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3728,20C22663,8537MW,2020-07-06,2020-07-08,192343,4818.528,RM165,FS10003138,CL63R1780,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3729,20C22763,8537SA,2020-08-03,2020-08-05,192344,111691.008,RM171,FS10003139,CL63R1780,RM170,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3730,20C22863,8541SA,2020-07-28,2020-07-29,192345,84.000,RM032,FS10007851,,RM170,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3731,20C23463,8791,2020-05-13,2020-05-13,192352,3654.020,RM129,FS10006442,R1700,RM025,,,,,,PT00006671,,PT00016495,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3732,20C23763,8870,2020-06-10,2020-06-10,192355,8780.000,RM129,FS10003163,R1700,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3733,20C23963,8900SA,2020-06-29,2020-07-01,192357,1170.000,RM129,FS10003166,CL63R1796,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3734,20C24063,8931,2020-06-16,2020-06-17,192358,7760.000,RM129,FS10003177,R1292D,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3735,20C24163,8931PG2,2020-04-14,2020-04-15,192359,0,RM176,FS10003748,R1292D,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3736,20C24363,8933,2020-06-07,2020-06-10,192361,4800.000,RM165,FS20001205,R1292D,,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3737,20C24663,8938Y,2020-07-07,2020-07-08,192364,0,RM129,FS10003187,R1690,PT00062563,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3738,20C24763,8985CRS,2020-05-20,2020-05-27,192365,0,RM129,FS10028283,RM054,PT00065936,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3739,20C24863,8967Y,2020-07-13,2020-07-15,192366,22680.000,RM171,FS10003201,R1300D,RM260,,,,,,PT00006610,,WP8965U,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3740,20C25163,8980,2020-05-11,2020-05-12,192369,19260.000,RM165,FS10003210,R1644A,,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3741,20C25363,8608RC,2020-08-26,2020-08-26,192371,3600.000,RM168,FS10021636,R1644A,RM074,,,,,,PT00006651,,WP7449,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3742,20C26063,8989PG2,2020-06-09,2020-06-12,192378,8260.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3743,20C26363,V8985,2020-07-01,2020-07-01,192381,12240.000,RM129,FS10003257,CL63R1654,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3744,20C26463,8529,2020-05-06,2020-05-13,192383,900.000,,FS10003128,R9249D,,,,,,,,,,,,,,,,,,,,R4415,,,,,,R8550,,,,,,,Containers
3745,20C26563X,8881112599,2020-04-06,2020-04-08,192384,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3746,20C26663X,8881112599,2020-04-08,2020-04-15,192385,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3747,20C26763X,8881512852,2020-04-08,2020-04-29,192386,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3748,20C26863X,8881512852,2020-04-08,2020-04-29,192387,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3749,20C26963X,8881512852,2020-04-09,2020-04-29,192388,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3750,20C27063X,4502570,2020-04-08,2020-04-08,192389,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3751,20C27163X,4502570,2020-04-08,2020-04-08,192390,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3752,20C27263X,4502570,2020-04-08,2020-04-08,192391,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3753,20C27363X,4502570,2020-04-08,2020-04-08,192392,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3754,20C27463X,4502570,2020-04-08,2020-04-08,192393,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3755,20C27563X,4502570,2020-04-09,2020-04-09,192394,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3756,20C27663X,4502570,2020-04-10,2020-04-10,192395,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3757,20C27763X,4502570,2020-04-10,2020-04-10,192396,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3758,20C27863X,4502570,2020-04-05,2020-04-05,192397,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3759,20C27963X,4502570,2020-04-08,2020-04-08,192398,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3760,20C28463,065,2020-06-22,2020-06-24,192403,1350.000,RM129,FS20001323,CL63R1771,PT00065936,,,PT00034306,,,PT00034305,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3761,20C92149,WP8520N,2020-05-06,2020-05-13,192149,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3762,20D,WP8506,2020-04-27,2020-04-27,192782,1187.853,RM157,FS10002960,CL63R1776,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3763,20D00163,047,2020-06-22,2020-06-24,192435,53200.000,RM129,FS10026366,R1528A,PT00065936,,,PT00034301,,,PT00034377,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3764,20D00263,31322723,2020-05-27,2020-05-27,192436,5040.000,RM106,FS10006051,R1693,RM170,,,PT00047930,,,,,R7637,,,,,,,,,R1694,,,,,,,,,,,,,,,Containers
3765,20D00463,8506SA,2020-06-22,2020-06-24,192438,103445.096,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3766,20D00563,8506SA,2020-07-06,2020-07-08,192439,95299.813,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3767,20D00663,8506SA,2020-07-13,2020-07-15,192440,81452.832,RM171,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3768,20D00763,8507SA,2020-04-20,2020-04-29,192441,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3769,20D00963,85221,2020-07-14,2020-07-15,192443,11520.000,RM171,FS10003117,,,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3770,20D01363,8537Y,2020-08-11,2020-08-12,192447,36694.944,RM171,FS10003140,CL63R1780,RM260,,,,EXP6029,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3771,20D01463,8540SA,2020-05-05,2020-05-06,192448,240.000,RM004,FS10007848,,,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3772,20D01563,8607RC,2020-05-05,2020-05-06,192449,0,RM168,FS10025554,R1644A,RM074,,,,,,PT00006651,,PT00013692,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3773,20D01863,8900SA,2020-08-12,2020-08-12,192452,1296.000,RM129,FS10003166,CL63R1796,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
